"Data Source","World Development Indicators",

"Last Updated Date","2024-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Egypt, Arab Rep.","EGY","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.04","0.04","0.04","0.05","",
"Euro area","EMU","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2.11","2.14","2.08","1.92","1.75","1.52","1.33","1.16","1.03","0.91","0.82","0.73","0.67","0.61","0.56","0.51","0.46","0.41","0.37","0.34","0.3","0.26","0.23","0.19","0.16","0.14","0.13","0.12","0.11","0.1","0.09","0.08","",
"Spain","ESP","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Estonia","EST","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.14","0.6","0.53","0.47","0.42","0.38","0.34","0.31","0.28","0.26","0.24","0.22","0.19","0.17","0.15","0.14","0.13","0.11","0.1","0.1","0.09","0.08","0.08","",
"Ethiopia","ETH","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.99","5.4","5.41","5.1","4.43","3.66","3.03","2.5","2.15","1.84","1.6","1.4","1.2","1.08","0.94","0.84","0.74","0.67","0.63","0.55","0.49","0.43","0.38","0.33","0.3","0.26","0.23","0.19","0.17","0.16","0.14","0.13","0.11","",
"European Union","EUU","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.762644551910125","0.717630340393188","0.667507084197445","0.610377327544351","0.52792880050909","",
"Finland","FIN","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fiji","FJI","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.03","0.03","0.04","0.04","0.04","0.05","0.05","0.05","0.06","0.07","0.08","0.08","0.09","0.1","0.12","0.13","0.15","0.16","0.18","0.2","0.22","0.24","",
"France","FRA","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.11","0.11","0.12","0.12","0.12","0.13","0.12","0.12","0.11","0.11","0.12","0.12","0.13","0.13","0.13","0.13","0.13","0.12","0.12","0.12","0.13","0.13","0.13","0.12","0.12","0.12","0.11","0.11","0.11","0.11","0.11","0.11","0.12","",
"Faroe Islands","FRO","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.06","4.86","6.08","6.94","7.59","7.88","8.3","7.79","6.96","6.54","5.97","5.34","4.9","4.37","3.81","3.51","3.26","3.08","2.98","2.75","2.39","2.21","2.01","1.78","1.61","1.5","1.41","1.33","1.26","1.19","1.63","1.59","1.45","",
"United Kingdom","GBR","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Georgia","GEO","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.02","0.02","0.03","0.04","0.05","0.06","0.07","0.07","0.07","0.07","0.07","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.07","0.07","",
"Ghana","GHA","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.22","3.47","3.62","3.53","3.46","3.21","2.98","2.73","2.52","2.3","2.13","1.97","1.82","1.7","1.59","1.5","1.43","1.36","1.27","1.26","1.25","1.19","1.17","1.14","1.16","1.15","1.13","1.15","1.15","1.13","1.05","0.89","0.77","",
"Gibraltar","GIB","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.58","1.81","1.97","2.2","2.29","2.34","2.3","2.27","2.27","2.22","2.15","2.15","2.02","1.91","1.86","1.81","1.71","1.67","1.62","1.48","1.39","1.34","1.27","1.2","1.21","1.15","1.1","1.04","1.02","0.95","0.83","0.77","0.66","",
"Gambia, The","GMB","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.26","0.36","0.5","0.67","0.84","1.03","1.22","1.33","1.37","1.43","1.39","1.34","1.28","1.27","1.14","1.08","1.06","1.01","0.98","0.96","0.92","0.86","0.83","0.79","0.74","0.7","0.66","0.62","0.55","0.49","0.46","0.46","0.45","",
"Guinea-Bissau","GNB","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.67","0.93","1.26","1.8","2.6","3.6","4.72","5.88","6.72","6.95","6.49","5.83","4.81","4.14","3.62","3.19","3.02","2.91","2.7","2.43","2.22","2.09","1.84","1.68","1.54","1.48","1.31","1.21","1.11","0.96","0.91","0.81","0.71","",
"Equatorial Guinea","GNQ","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.09","2.42","2.87","3.3","3.68","4.01","4.33","4.68","5.01","5.23","4.96","5.16","5.3","5.32","5.47","5.4","5.66","5.6","5.78","5.81","5.71","5.64","5.52","5.31","4.98","4.98","4.87","4.58","4.62","4.37","4.61","4.01","3.95","",
"Greece","GRC","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.03","0.03","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.03","0.03","0.03","0.04","0.04","0.05","0.06","0.06","0.06","0.06","0.06","0.05","0.04","0.04","0.03","0.03","0.03","0.04","0.05","0.06","",
"Grenada","GRD","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.15","0.14","0.12","0.1","0.08","0.07","0.07","0.06","0.06","0.07","0.08","0.09","0.11","0.14","0.16","0.18","0.2","0.22","0.22","0.22","0.21","0.2","0.19","0.18","0.17","0.16","0.15","0.14","0.14","0.13","0.12","0.11","0.1","",
"Greenland","GRL","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.48","0.6","0.67","0.67","0.65","0.63","0.59","0.54","0.47","0.43","0.38","0.33","0.3","0.25","0.2","0.19","0.16","0.14","0.12","0.1","0.08","0.07","0.06","0.05","0.06","0.07","0.08","0.08","0.08","0.08","0.08","0.09","0.09","",
"Guam","GUM","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.08","0.15","0.27","0.32","0.35","0.39","0.39","0.44","0.52","0.59","0.64","0.66","0.7","0.75","0.74","0.71","0.67","0.64","0.61","0.55","0.52","0.48","0.45","0.43","0.41","0.43","0.42","0.43","0.44","0.52","0.43","0.49","0.5","",
"High income","HIC","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","0.57","0.62","0.66","0.67","0.66","0.62","0.56","0.49","0.43","0.36","0.28","0.22","0.17","0.13","0.1","0.08","0.05","0.05","0.04","0.04","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","",
"Heavily indebted poor countries (HIPC)","HPC","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.74799321036258","4.87300348131882","4.8770438221111","4.76219357721373","4.55800807379523","4.28730238631449","4.05309992646296","3.8707523588223","3.65769805914679","3.42461389656898","3.23885115264847","3.01562931955434","2.82187696137269","2.64394490381246","2.47826593008891","2.32623030294764","2.20353436921262","2.0941916656014","2.00370552638978","1.91413754215107","1.84541936959957","1.78980764353819","1.70953625706347","1.61174072316828","1.50096072203072","1.38768512892987","1.29629899837919","1.1966932448251","1.11363021734863","1.01727007211676","0.905273233179778","0.806798178106325","0.688807971963493","",
"Croatia","HRV","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.03","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","",
"Haiti","HTI","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.77","3.61","3.26","2.91","2.59","2.45","2.28","2.11","2","1.87","1.83","1.71","1.64","1.49","1.43","1.37","1.28","1.22","1.17","1.16","1.17","1.18","1.18","1.16","1.15","1.15","1.16","1.12","1.05","0.99","0.87","0.78","0.78","",
"Hungary","HUN","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IBRD only","IBD","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.15735239674481","4.36498357158477","4.37231885521868","4.21799659272609","3.98725920864363","3.69588812081339","3.44170249630646","3.23033682075231","3.02330474819264","2.82816535237546","2.6594500063911","2.48227349551209","2.32622588578705","2.18347425090747","2.0631805275386","1.93700646980833","1.83403947146863","1.74137909146416","1.6607286573894","1.58671112308164","1.52146904947484","1.45192412607377","1.39200387738085","1.32242287293548","1.23644789741718","1.14128987669161","1.05245362660623","0.95992270273911","0.886420733850318","0.812667457375038","0.729689862012569","0.657571792104317","0.568069808474694","",
"IDA blend","IDB","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.01","0.02","0.03","0.05","0.07","0.1","0.13","0.17","0.27","0.41","0.52","0.56","0.59","0.63","0.65","0.63","0.62","0.62","0.61","0.59","0.56","0.52","0.48","0.44","0.4","0.38","0.35","0.32","0.3","0.28","0.27","",
"IDA only","IDX","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9284123199179","3.05379113078105","3.07060917555476","2.99932185918072","2.8800848724868","2.71596480107119","2.5651615514942","2.45149542272845","2.31963425155574","2.18603288711736","2.07978186489058","1.95228913660583","1.84393767071462","1.74843158123484","1.6586258797609","1.56877135092825","1.49837982740829","1.43307461880121","1.37977498289424","1.32761586697421","1.28731946836883","1.25670288772408","1.21398889186032","1.15618093898178","1.08677586781896","1.01026938452885","0.946502676956971","0.875720887230564","0.817005935951752","0.749144445222415","0.673138197463402","0.603754649316188","0.520374733219796","",
"Isle of Man","IMN","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Not classified","INX","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.01","0.01","0.02","0.02","0.04","0.05","0.06","0.07","0.09","0.12","0.14","0.15","0.15","0.14","0.12","0.11","0.09","0.08","0.06","0.05","0.05","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.05","",
"Iraq","IRQ","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.02","",
"Iceland","ISL","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","",
"Israel","ISR","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Italy","ITA","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.07","0.07","0.07","0.07","0.07","0.07","0.07","0.07","0.07","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.05","0.05","0.05","0.05","0.05","0.04","0.04","0.04","0.03","0.03","",
"Jamaica","JAM","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.28","1.97","1.92","1.95","1.87","1.67","1.58","1.55","1.48","1.43","1.42","1.34","1.34","1.32","1.29","1.24","1.15","1.12","1.07","1.01","0.96","0.95","0.93","0.87","0.83","0.79","0.75","0.76","0.8","0.76","0.79","0.83","0.75","",
"Jordan","JOR","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","",
"Japan","JPN","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kazakhstan","KAZ","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kenya","KEN","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.24","20.08","20.26","18.87","16.53","13.65","11.56","9.84","8.44","7.51","6.74","6.05","5.48","4.94","4.69","4.34","4.03","3.79","3.58","3.44","3.21","2.92","2.64","2.45","2.19","1.91","1.61","1.36","1.19","1.13","1.08","0.94","0.74","",
"Kyrgyz Republic","KGZ","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.08","0.04","0.02","0.05","0.08","0.1","0.11","0.11","0.11","0.1","0.09","0.09","0.08","0.08","0.08","0.07","0.07","0.07","0.07","0.07","0.07","0.07","",
"Cambodia","KHM","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.06","0.2","0.54","1.11","1.77","2.19","2.31","2.13","1.78","1.45","1.1","0.86","0.77","0.69","0.6","0.51","0.43","0.36","0.31","0.27","0.23","0.23","0.23","0.23","0.23","0.23","0.22","0.21","0.2","0.2","0.2","0.2","0.21","",
"Kiribati","KIR","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.27","0.28","0.29","0.29","0.3","0.31","0.33","0.35","0.39","0.43","0.46","0.47","0.48","0.5","0.51","0.52","0.53","0.55","0.57","0.59","0.61","0.63","0.65","0.66","0.64","0.62","0.65","0.69","0.72","0.75","0.77","0.72","0.73","",
"Korea, Rep.","KOR","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.02","0.03","0.04","0.06","0.1","0.17","0.22","0.24","0.28","0.33","0.34","0.34","0.34","0.35","0.35","0.36","0.36","0.36","0.35","0.35","0.35","0.35","0.35","0.34","0.34","0.33","0.33","0.32","0.31","0.3","0.3","",
"Lebanon","LBN","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liberia","LBR","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.07","4.18","3.66","3.45","3.24","2.94","2.61","2.61","2.53","2.35","2.19","1.95","1.84","1.75","1.6","1.47","1.34","1.27","1.2","1.07","0.96","0.95","0.84","0.79","0.74","0.69","0.65","0.58","0.5","0.57","0.55","0.49","0.41","",
"Libya","LBY","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.02709060850368","3.16177167599947","3.16853761596631","3.09975665659931","2.98813206452814","2.82733981304694","2.68191044767193","2.58306744613805","2.45470957108554","2.32166081353812","2.22796936932433","2.10086881071679","1.99215286315989","1.89711819537609","1.80131760619949","1.71037326210414","1.63670280709541","1.56997316479354","1.51494082623144","1.45602982443394","1.408580774931","1.37210452029759","1.32352933457095","1.25182540555089","1.16785571559525","1.08005405272349","1.00962105348412","0.9331075358877","0.869498288797227","0.796502711023622","0.71590292846872","0.643294801535804","0.555474865693544","",
"Low income","LIC","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.68454512291518","3.80367038875986","3.8129147637538","3.7117047955109","3.55223783956759","3.3100811396457","3.14113907098558","3.01397286915643","2.86958349217976","2.6815244979382","2.56742592304358","2.40436411800576","2.24429917001221","2.11621698919654","1.9814629074789","1.85511954623655","1.75557050647332","1.6797967828319","1.62589266303694","1.53998245601529","1.48338792710818","1.42096126211754","1.35851504005152","1.27188415827311","1.17507689160277","1.08762728263035","1.0049684528201","0.918572341726219","0.853541656171514","0.806485065945252","0.759351859619588","0.696685819338649","0.595281985222498","",
"Liechtenstein","LIE","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
